Time Step,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599
40,11,11,12,13,10,15,14,16,22,15,14,10,14,13,19,9,17,10,16,17,22,30,18,16,22,16,14,17,17,19,17,8,26,21,23,13,17,24,15,17,17,12,12,24,21,14,19,18,19,18,12,21,17,12,24,16,14,21,23,15,11,15,15,13,19,7,10,15,15,16,15,19,12,8,25,10,14,9,16,15,12,9,13,12,12,15,16,13,13,14,9,9,10,10,10,12,15,15,17,14,7,7,11,8,5,12,11,15,9,11,11,15,12,9,15,5,6,9,7,8,8,2,3,8,4,5,6,7,2,7,5,4,4,3,3,9,7,2,7,5,4,7,4,1,7,2,4,3,5,1,4,4,3,6,2,5,6,7,5,2,3,4,0,1,0,3,3,3,4,5,1,4,2,1,2,2,3,1,2,1,1,2,3,0,0,2,2,1,3,0,1,2,2,0,1,2,0,2,3,1,3,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,13,13,14,11,9,17,15,16,19,14,15,12,18,17,10,13,12,19,13,13,20,25,13,22,19,21,22,12,23,15,18,10,19,24,23,15,18,10,21,17,18,20,11,15,27,14,12,13,21,22,10,17,19,13,23,12,12,22,16,17,15,9,13,17,15,12,9,18,17,16,12,18,13,12,18,17,13,15,18,15,12,9,13,16,15,10,13,11,13,12,13,8,8,8,11,11,18,12,15,14,7,11,4,6,5,8,14,12,9,6,16,11,6,11,8,11,10,9,10,10,5,2,5,6,6,10,6,4,1,6,6,8,6,3,10,6,7,3,3,9,2,8,6,4,1,4,3,6,3,7,0,3,7,5,4,4,5,3,2,3,2,1,3,0,3,3,5,1,2,4,2,1,1,3,1,2,3,4,3,3,3,2,0,1,0,1,2,3,1,4,1,2,1,1,0,1,2,3,2,0,3,1,2,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,18,16,8,14,18,17,16,14,14,18,14,8,16,13,15,7,19,15,15,9,19,18,15,13,21,26,15,18,16,18,16,22,22,23,19,15,15,14,15,11,25,14,14,24,20,15,12,14,19,17,16,13,16,22,16,19,17,17,24,12,17,8,11,13,14,11,15,19,16,9,14,13,12,9,16,20,9,14,23,11,11,12,17,13,6,14,9,14,12,14,16,9,6,8,13,18,12,14,16,10,15,9,6,8,7,11,13,8,6,9,10,10,8,4,13,7,10,7,12,12,7,10,4,6,7,6,6,6,8,4,5,8,7,6,4,13,7,4,3,2,1,5,4,3,5,2,7,3,6,6,4,2,3,6,4,3,3,3,4,6,1,4,2,1,0,3,1,5,3,5,1,0,4,4,3,2,2,5,0,1,0,3,0,0,2,2,1,2,3,2,3,2,2,1,1,1,1,5,1,4,2,1,0,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1,0,3,1,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,15,17,11,17,18,15,17,16,15,16,16,14,20,15,13,15,12,16,14,14,17,15,13,17,17,19,17,12,19,23,15,10,19,27,15,12,19,13,18,18,12,11,17,17,17,17,8,9,25,16,13,13,15,17,20,12,12,21,19,15,17,23,15,16,9,14,12,16,19,11,12,15,10,16,6,19,15,20,18,12,15,13,12,14,9,12,9,16,20,16,12,6,6,9,14,16,8,7,16,12,5,14,7,10,6,11,10,10,9,11,13,6,8,8,11,12,10,9,10,14,5,8,2,4,8,5,8,7,5,5,10,5,3,3,9,6,5,9,6,4,6,7,3,0,4,4,5,5,4,3,6,3,8,5,2,5,5,2,4,3,2,3,3,1,5,0,3,1,2,7,4,2,1,7,1,2,2,4,3,2,0,1,0,0,0,2,2,5,2,2,1,2,2,1,2,0,1,3,1,2,1,5,0,0,1,1,0,0,0,0,3,0,1,0,0,0,1,2,1,1,2,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,12,11,13,6,21,13,22,17,15,13,18,12,15,13,16,11,16,18,16,17,18,20,13,19,24,15,21,6,26,18,16,9,23,19,20,19,16,16,14,22,15,14,14,16,12,12,16,8,21,19,19,10,18,21,10,18,16,17,16,12,19,14,20,15,15,14,10,20,18,11,9,12,13,7,18,11,11,13,22,7,17,13,10,11,8,16,10,16,15,11,15,9,7,14,10,16,13,14,14,8,8,12,6,9,5,9,13,12,13,10,10,7,5,5,14,14,4,7,17,10,2,11,5,6,2,9,7,3,3,6,7,3,7,3,7,3,11,8,6,4,2,8,3,1,10,4,6,5,3,6,2,6,4,4,9,4,4,3,5,5,3,1,1,4,0,1,3,2,3,2,4,2,4,6,4,4,2,1,1,3,2,2,0,0,1,2,2,1,3,2,2,3,3,1,1,0,0,3,2,1,2,1,2,1,0,1,0,3,0,3,1,0,2,0,0,1,0,2,1,3,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,14,20,8,14,15,15,13,15,16,18,12,13,18,19,8,11,21,18,11,13,28,22,12,14,20,22,15,7,20,16,13,13,19,23,25,12,12,14,20,19,16,12,15,10,20,11,19,9,26,20,11,22,25,13,14,19,17,20,11,9,20,12,12,22,17,9,14,14,16,15,12,11,11,12,7,12,15,14,14,9,12,5,13,9,9,13,12,22,9,13,9,7,11,11,16,9,11,14,21,11,9,18,7,12,3,14,9,7,16,11,9,8,7,4,14,12,11,8,7,11,8,8,4,6,3,9,8,7,8,2,6,5,2,5,8,7,7,7,9,4,1,5,2,4,4,7,4,4,6,4,6,5,7,8,6,5,1,6,5,6,4,3,3,0,2,2,1,1,4,3,2,3,2,3,3,1,2,1,2,1,2,1,1,1,0,1,3,1,3,5,2,2,2,5,0,1,1,1,4,2,2,0,1,0,1,0,2,1,2,1,0,1,0,0,0,0,1,1,3,1,1,0,2,0,1,1,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,14,12,23,5,16,11,12,11,21,16,13,16,12,9,11,10,23,13,16,15,18,19,13,14,20,17,16,16,21,24,8,15,26,17,20,15,18,16,14,17,16,21,14,22,19,26,13,5,15,8,13,16,17,20,22,13,11,19,21,13,14,10,15,12,12,12,8,23,17,13,9,17,13,8,13,11,12,15,11,12,13,13,10,8,13,11,19,11,13,18,9,10,14,14,6,16,13,12,15,14,7,12,8,7,9,9,9,15,9,10,8,5,5,8,8,14,9,11,10,10,6,8,4,10,3,9,7,7,8,6,10,9,4,6,5,10,11,8,6,9,7,7,2,3,6,1,5,2,4,4,2,4,6,3,6,2,3,5,4,5,0,3,2,2,0,4,1,4,3,4,5,0,4,6,2,2,0,2,3,2,2,2,0,1,0,2,0,2,3,2,2,3,6,3,0,2,1,1,2,3,2,0,2,0,0,2,1,1,2,3,1,1,1,0,0,0,0,4,1,3,0,1,1,0,3,0,1,1,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,11,12,13,14,14,9,8,17,30,14,11,16,18,9,18,10,17,16,11,23,22,18,19,14,17,17,21,13,13,11,20,11,20,13,23,16,15,20,16,8,16,16,15,14,18,14,15,7,13,14,6,15,20,15,16,21,16,18,20,14,17,14,16,13,16,18,14,11,24,11,21,17,12,8,11,9,9,12,12,12,15,9,8,11,15,9,15,16,11,13,8,9,19,7,10,13,10,13,14,7,8,9,9,8,7,7,15,7,10,11,11,8,6,5,9,16,16,15,12,11,8,12,2,1,10,7,6,12,9,4,5,6,6,5,8,7,8,4,6,6,4,9,4,8,1,10,2,1,3,8,4,4,5,6,2,5,5,4,7,6,0,3,0,1,1,2,5,5,1,7,2,4,4,3,3,2,3,2,5,1,4,4,2,0,3,0,1,1,2,2,3,3,3,2,3,0,1,1,0,1,0,1,0,0,1,0,0,3,4,1,2,1,1,0,0,1,0,1,4,2,1,0,0,2,1,2,0,0,1,0,2,0,2,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,16,3,15,14,13,7,8,20,22,15,14,15,9,14,19,14,11,9,21,13,18,22,11,21,21,15,15,12,20,20,14,16,22,17,22,17,22,17,19,20,15,21,13,14,18,23,16,9,13,9,12,16,23,8,17,12,17,20,10,11,16,11,15,15,12,13,10,15,12,13,13,16,15,9,12,10,16,12,12,13,5,11,9,11,13,12,10,14,10,13,16,7,11,7,11,14,13,12,10,19,14,5,6,8,6,7,15,17,6,11,9,9,10,7,9,10,13,14,13,9,10,5,6,6,6,9,9,10,3,9,8,3,5,6,7,6,10,7,7,9,5,8,1,3,9,6,4,7,8,3,6,7,5,5,7,5,2,1,4,5,1,5,1,1,1,4,2,3,4,3,4,2,4,3,0,5,4,6,0,2,3,3,1,2,1,2,0,1,5,3,2,2,2,2,2,1,0,5,1,1,2,0,0,1,0,0,0,3,0,0,2,1,1,1,0,0,1,2,1,1,0,2,1,1,3,0,1,2,1,0,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,10,16,11,12,13,9,12,9,19,15,15,12,8,10,19,14,19,16,12,11,21,17,15,15,14,19,16,12,15,26,21,13,14,19,22,12,18,23,17,19,18,15,14,24,10,18,19,17,15,9,9,11,15,20,14,12,16,16,12,16,9,17,14,12,11,13,11,8,10,15,16,20,20,12,16,12,17,13,8,13,14,11,12,6,14,14,14,20,12,15,12,8,11,10,7,12,16,9,8,16,11,8,5,8,6,6,10,11,9,9,8,9,10,6,8,9,14,13,10,16,5,7,5,7,6,10,13,9,8,3,7,4,9,3,5,7,9,14,5,10,7,4,4,4,7,4,5,6,7,8,10,3,2,3,8,4,4,8,2,3,4,3,3,1,2,7,2,3,5,5,2,2,2,2,5,3,4,5,1,1,2,3,1,0,1,0,2,3,0,3,2,4,2,2,1,1,3,2,1,1,1,1,1,1,0,0,0,2,0,0,0,3,1,0,0,2,1,1,2,4,1,1,0,1,1,0,0,2,1,1,4,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
